parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc
SECCHI,,,,,274,,2024-07-31,3:12:00 PM,,,,m,3.17,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-08-16,11:14:00 AM,,,,m,3.70,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-08-16,11:14:00 AM,,,,m,3.66,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-09-04,1:38:00 PM,,,,m,4.05,,,Alpine,Alpine 1,
SECCHI,,,,,274,,2024-09-04,1:38:00 PM,,,,m,3.93,,,Alpine,Alpine 1,
SECCHI,,,,,317,,2024-05-30,10:47:00 AM,,,,m,0.79,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,317,,2024-05-30,10:47:00 AM,,,,m,0.73,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,317,,2024-06-20,10:33:00 AM,,,,m,0.47,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,317,,2024-06-20,10:33:00 AM,,,,m,0.42,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,317,,2024-07-17,10:47:00 AM,,,,m,0.71,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,317,,2024-07-17,10:47:00 AM,,,,m,0.63,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,317,,2024-08-07,11:00:00 AM,,,,m,0.58,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,317,,2024-08-07,11:00:00 AM,,,,m,0.50,,,Buffalo_Bill,Buffalo Bill 1,
SECCHI,,,,,401,,2024-06-05,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,401,,2024-06-05,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,401,,2024-06-24,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,401,,2024-06-24,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,401,,2024-07-15,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,401,,2024-07-15,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,401,,2024-07-29,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,401,,2024-07-29,,,,,,,,,Field_Blank,Field Blank,
SECCHI,,,,,411,,2024-06-06,11:22:00 AM,,,,m,1.05,,,Cedar,Cedar 1,
SECCHI,,,,,411,,2024-06-06,11:22:00 AM,,,,m,1.00,,,Cedar,Cedar 1,
SECCHI,,,,,411,,2024-06-28,2:41:00 PM,,,,m,0.53,,,Cedar,Cedar 1,
SECCHI,,,,,411,,2024-06-28,2:41:00 PM,,,,m,0.50,,,Cedar,Cedar 1,
SECCHI,,,,,411,,2024-07-12,8:26:00 AM,,,,m,0.38,,,Cedar,Cedar 1,
SECCHI,,,,,411,,2024-07-12,8:26:00 AM,,,,m,0.31,,,Cedar,Cedar 1,
SECCHI,,,,,411,,2024-08-02,2:32:00 PM,,,,m,0.66,,,Cedar,Cedar 1,
SECCHI,,,,,411,,2024-08-02,2:32:00 PM,,,,m,0.61,,,Cedar,Cedar 1,
SECCHI,,,,,438,,2024-05-17,10:15:00 AM,,,,m,0.74,,,Bethel,Bethel 1,
SECCHI,,,,,438,,2024-05-17,10:15:00 AM,,,,m,0.58,,,Bethel,Bethel 1,
SECCHI,,,,,438,,2024-06-14,10:40:00 AM,,,,m,0.37,,,Bethel,Bethel 1,
SECCHI,,,,,438,,2024-06-14,10:40:00 AM,,,,m,0.30,,,Bethel,Bethel 1,
SECCHI,,,,,438,,2024-07-05,11:16:00 AM,,,,m,1.15,,,Bethel,Bethel 1,
SECCHI,,,,,438,,2024-07-05,11:16:00 AM,,,,m,1.00,,,Bethel,Bethel 1,
SECCHI,,,,,438,,2024-07-19,11:48:00 AM,,,,m,1.30,,,Bethel,Bethel 1,
SECCHI,,,,,438,,2024-07-19,11:48:00 AM,,,,m,1.10,,,Bethel,Bethel 1,
SECCHI,,,,,440,,2024-06-11,2:27:00 PM,,,,m,1.05,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-06-11,2:27:00 PM,,,,m,0.80,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-07-12,11:40:00 AM,,,,m,0.96,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-07-12,11:40:00 AM,,,,m,0.70,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-07-29,1:05:00 PM,,,,m,1.14,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-07-29,1:05:00 PM,,,,m,1.01,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-08-12,12:08:00 PM,,,,m,1.19,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-08-12,12:08:00 PM,,,,m,1.15,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-09-06,2:25:00 PM,,,,m,1.52,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,440,,2024-09-06,2:25:00 PM,,,,m,1.45,,,Crow_Pond,Crow Pond 1,
SECCHI,,,,,454,,2024-06-06,7:35:00 AM,,,,m,1.01,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,454,,2024-06-06,7:35:00 AM,,,,m,0.93,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,454,,2024-06-25,7:32:00 AM,,,,m,1.47,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,454,,2024-06-25,7:32:00 AM,,,,m,1.34,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,454,,2024-07-23,7:30:00 AM,,,,m,0.56,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,454,,2024-07-23,7:30:00 AM,,,,m,0.50,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,454,,2024-08-13,7:52:00 AM,,,,m,0.48,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,454,,2024-08-13,7:52:00 AM,,,,m,0.41,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
SECCHI,,,,,003-FD,,2024-08-12,12:15:00 PM,,,,m,1.55,,,Bowling_Green_East,Bowling Green (East) 1,
SECCHI,,,,,003-FD,,2024-08-12,12:15:00 PM,,,,m,1.46,,,Bowling_Green_East,Bowling Green (East) 1,
SECCHI,,,,,096-FD,,2024-05-28,3:12:00 PM,,,,m,1.51,,,Fellows,Fellows 1,
SECCHI,,,,,096-FD,,2024-05-28,3:12:00 PM,,,,m,1.38,,,Fellows,Fellows 1,
SECCHI,,,,,110-FD,,2024-07-24,3:39:00 PM,,,,m,1.80,,,Little_Prairie,Little Prairie 1,
SECCHI,,,,,110-FD,,2024-07-24,3:39:00 PM,,,,m,1.69,,,Little_Prairie,Little Prairie 1,
SECCHI,,,,,133-FD,,2024-07-10,7:30:00 AM,,,,m,1.37,,,Forest,Forest 1,
SECCHI,,,,,133-FD,,2024-07-10,7:30:00 AM,,,,m,1.31,,,Forest,Forest 1,
SECCHI,,,,,184-FD,,2024-06-18,10:22:00 AM,,,,m,0.57,,,Manito,Manito 1,
SECCHI,,,,,184-FD,,2024-06-18,10:22:00 AM,,,,m,0.49,,,Manito,Manito 1,
